fulltext,label
"نامه جیمز جویس هجده ساله به ایبسن هفتادساله آدمو به زندگی امیدوار میکنه.""...نه از سر تواضع،زیرا که من گمنامم و شما در اوج شهرت، نه از سر اندوه، که یعنی شما پیرید و من جوان، نه از سر اغراق و افراط و نه از سر شوری ناگهانی بلکه با شادی تمام، با امید و عشق شادباشم را تقدیم میکنم.""",0
یک بنده خدایی از فامیل رو به موتیکی از اون مومن های گند اخلاق که نگم براتوناز اونا که همه عمر از حجاب و مسلمونی متنفرم کردحالا مادر عزیزم هر روز زنگ میزنه گزارش حال طرف رو میده بغض میکنه و ...نمیدونم به چه زبونی به مامانم بگممادر من عزیز منمن هیچ چیز رو فراموش نمیکنم!,1
احمق يا احمق تر، مسئله اين است.احمق كيست؟ برخی مقام‌ های آمریکایی احمقهای درجه یک هستند.احمق تر كيست؟ آنهايي كه به احمق ها اميد دارند و به آنها اعتماد ميكنند.#امید_به_احمقها #امید_به_دلقکها,1
اتفاقي نيست كه تمام عاشقانه هااز آبي دريا شروع مي شوندقصه موج ها شرح پريشاني توست نواي من اما صبوري ساحل. ,0
در تلاش برای نوشتن یه کتابم با محوریت زنبرای همین به مصاحبه کردن احتیاج دارمکسایی که مایلن بیان دایرکت ممنون میشم,0
 من یک افغان هستم، پشتون هم نیستم...افغان صدا شدن را خوش دارم...شما اطلاق افغان را به پشتونها محدود نکنید عزیز,0
  احمق، اون جواب رو یکی از کاربرها منشن کرده!کاربری که مثه شما سایبری‌ها به جای فحش و تهمت، جواب منطقی داد! چقد داغونین آخه شما توله سایبری‌ها,1
خدای من رهام عزیز چقدر زود بود پدر ومادرتو تنها گذاشتی یک سال پیش بود که تورو هرجا میبرن، به خاطر اینکه اتیسم بودی دکترا پذیرش نمیکردن حالا بر اثر عفونت خون  نمیدونم به مریضی سال گذشته ربط داشته یا نه اما بخاطرنبود امکانات خیلی از بچه های ما چکاپ نمیشن ,0
 حتما باید این دلقک بازی هارو بکنی تا او کتابای چرتوچاپ کنن واست!!,1
 اره منم خیلی حساسمولی استرس نمیگیرم، منتظرش میشم بعدا خودش زنگ بزنه ولی اگه چند ساعت گذشت و زنگ نزد بهم خیلی بر میخوره و دیگه محل سگ بهش نمیدممردک بیشعور رو,1
 : مشکل از اونجا شروع شد که رفع و نیاز جنسی رو عشق نامیدن...!!,0
عکس های بسیار رویایی و زیبا از لاله هاتی سرخ نماد عشق و علاقه به افراد خاص#عکس #زیبا #لاله #رنگ‌ها ,0
بگو !!!در ساعت صفر عاشقییک بار هم تو بگو دوستت دارمنترس...من آسمان را نگه داشتم که به زمین نیاید. ,0
دلقک ها سعی می کنند دنیا را با شامورتی بازی و دلقک بازی و سرگرم کردن ذهن ها اداره کنند و احمقانه گمان می کنند همه مست و سرگرم بازی اندچشمهایی هستند که هرگز نمی خوابند و مردانی که هرگز دست از تلاش برنمی دارند و سکون را نمی شناسند. #امید_به_دلقکها #امید_به_احمقها,1
آمریکای صلح طلب و پایگاه های نظامی آن #امید_به_دلقکها #امید_به_احمقها ,1
 کسایی که این توییت رو لایک کردن یا احمقن یا بیشرفاز این دو حالت خارج نیست.,1
 تقصیرش این که احمقه ، اگه یکم چشماشو باز کنه میتونه بفهمه,1
 : زیبایی در نگاه توست نه انچه به ان می‌نگری اوه مای فاک فادر ، پشمااااام ، چی گفتم ,0
 ن بیارشون من باهاشون صحبت کنم این دو جوان خام روز هی چون مطلبی ندارید نگید جا زدم خدا میدونه از صب تا شب چنتا نادون در مقابل آدم قرار میگیرن اگه محتوای توییت های منو میدید این سوال بوجود نمیومد,1
 : نیمروی ساده؛ صبحانه #آخرهفته زیبای زمستانی با کره و پنیر خامه‌ای و ترخون ,0
#دستدرازی کرد تو شلوغی مترو. مشت زدم تو چونه اش. لات بازی در آورد. بارفیقاش بود. کُری خوند. گفت از سنت خجالت بکش. دنبالش راه افتادم. لباسشو کشیدم هلش دادم سمت ایستگاه پلیس مترو. معلوم شد سربازه. موش شد.ننه من غریبم بازی درآورد. قسم می خورد دستش خورده. بی خیالش شدم.هنوز عصبانی ام.,1
 : دلتمردان امریکایی نه تهدیدشان و نه قولشان نه امضایشان اعتبار ندارد و نباید اعتنا کرد#امید_به_دلقکها #امید_به_احمقها,1
#خامنه‌ای میگه رهبران آمریکا بینهایت احمقن،خب الان پول کشور ما از افغانستان،یمن،سوریه هم بی ارزشتر کدوم رهبر بنظرتون احمقتره،کسی که خودش میگه باید فکر معیشت مردم بود و پول مردم و میبره در کشورهای دیگه خرج میکنه احمقتر یا اونی که از اول ریاست جمهوریش بیکاری در کشورش به حداقل رسیده,1
هرگز بآدمهای مهربان زخم نزنیدآنها دنیا را کوچکتر از آن میبینند که بدی کنند...آدمهای مهربان خود انتخاب کرده اندکه نبینند نشنوند و به روی خود نیاورند نه اینکه نفهمند...هزاران فریاد پشت سکوت آدمهای مهربان هستسکوتشان را به پای بی عیب بودن خود نگذارید...مهربان باشید با مهربانان,0
 من از او متنفرمچون یک #ژن_معیوب بیش نیست که حتی یک متن اماده شده را نیزنمیتواند بخواند.کسی است که در یک شوتلویزیونی هم از او درمورد بیکاری وراهکارهای حل این معضل از بی ابی کشور صحبت می کند,1
هی میخوام سیاسی توئیت نکنم نمیشه آخه دیگه تو این کشور از نون خوردن تا عشق و علاقه هم سیاسی شده ...,0
اسم ِ این رژیم جنایتکار با ترور شکنجه اعدام نقض قوانین حقوق بشری و....گره خورده،تا این رژیم تبهکار حاکم بر ایران باشه سیاهی و بدبختی هم رو ملت همچنان سایه ش خواهد موند.کسانی هم که به هر نحوی خواهان استمرار رژیم هستن شریک جنایت های این حکومت هستن.#اسماعیل_بخشی,1
 آخه بینواها کتاب رو خوندن که همین یه جمله رو بتونن بگن. ازشون متنفر نباش. دلت براشون بسوزه که چقدر بدبختن.,1
مامان داشت شکلات میریخت تو شکلات خوری رو میز ، با دیدن شکلاتای روسی انقد مغموم شدم و چشم پر اشک شد که مامان جمع کرد همرو ریخت تو سطل آشغال:////,1
تا یک کم اوضاع آروم میشه، تو یک بعد ازظهر، وقتی چایی‌مو می‌خورم به خودم می‌گم که چی؟ بهتره فلان کارم بکنم، بعدش ۲-۳ سال سختی و بدبختی تا اون کار انجام بشه و باز آرامش تا یک بعد ازظهر و چای دیگه!تخصص، مهاجرت، خونه سازی همه از یک چای بعدازظهر شروع شد!امروز هم یهو گفتم که چی!,1
